type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	count
photo	post_user_1008279892518211	1008279892518211_1635561296456731	https://www.facebook.com/1008279892518211/posts/1635561296456731	سوسة : نحب نفهم مولا الدار مالك الدار وزيد الشارع ولا كيفاش ? هذا استولاء على الكياس يا سادة 😒😡	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/20155916_856378894538122_2698619406729194569_n.jpg?oh=f67edbe2d701c80a181e1581a6202bd1&oe=5A1D7FAA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20155916_856378894538122_2698619406729194569_n.jpg?oh=0f31c44378fff2dd2f06e16fba3ebd95&oe=5A5447EB	https://www.facebook.com/photo.php?fbid=856378894538122&set=gm.1635561296456731&type=3	facebook.com	2017-07-21T17:26:33+0000	1500657993	2017-07-21 19:26:33	52	60	98	0	158	60	46	14	42	0	52	0	4	12	0	30	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1637016632977864	https://www.facebook.com/1008279892518211/posts/1637016632977864	قداش طاح مستوى الشعب التونسي ! ملا كره و جهويات و ملا تعصب... هذا الشباب الي باش يبني تونس غدوة و يكبر صغارها ؟ هكا نساندو بعضنا في الازمات المناخية؟ الساحل ماهو حكر على حد و بلاد التوانسة الكل و برشا ياكلو فيه في خبزة و يقراو ويداويو و يتخلعو و شايخين و عايشين في وسط خيرو  و جوو ! الزوبعة الترابية اللي صارت اليوم في سوسة تنجم تصير في اي مدينة والله اعلم بالمخلفات و الخساير... ما فيها باس نرقاو بتفكيرنا و نطهرو قلوبنا ..فماش ما ربي يباركلنا و نتطورو شوية.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20246184_1993842943975028_9198908013554131686_n.jpg?oh=b5e52daa76d24ef28a68f2759bd8507f&oe=5A464E1E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20246184_1993842943975028_9198908013554131686_n.jpg?oh=ec2368541b8b05a5f42fe901b3a27ffa&oe=5A5E910B	https://www.facebook.com/photo.php?fbid=1993842943975028&set=gm.1637016632977864&type=3	facebook.com	2017-07-22T23:06:08+0000	1500764768	2017-07-23 01:06:08	22	73	39	0	112	73	29	44	60	0	22	1	3	0	4	9	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1637126669633527	https://www.facebook.com/1008279892518211/posts/1637126669633527	الليلة : حملة تنظيف و إزالة الانتصاب الفوضوي في ساحة باب الجزيرة تحت إشراف والي تونس عمر منصور ..	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20246307_676011522592445_1187698528208712333_n.jpg?oh=9fa2e405f8645f2e8a4c566e3cfa2305&oe=5A15D543	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20246307_676011522592445_1187698528208712333_n.jpg?oh=5d38a619a24ae1b3e87899e2bf8dfe5d&oe=5A5FDBBC	https://www.facebook.com/photo.php?fbid=676011522592445&set=gm.1637126669633527&type=3	facebook.com	2017-07-23T01:14:11+0000	1500772451	2017-07-23 03:14:11	109	11	128	15	154	11	10	1	2	0	108	19	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1636519189694275	https://www.facebook.com/1008279892518211/posts/1636519189694275	فقط في المطارات التونسية، الفاليجة تطيح و ما يرجعها حد و بعد تضيعلك يقلك خطأ بسيط و تو شوي وقت و ترجعلك و هي مشات على روحها 😑	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19884385_558061291250919_1083161921384683081_n.jpg?oh=24ee3e4362a32e0a37371c36f1a4c791&oe=5A146ED4	https://scontent.xx.fbcdn.net/v/t1.0-9/19884385_558061291250919_1083161921384683081_n.jpg?oh=b64f987313f68ad74b88b8f6052d4226&oe=5A1B3649	https://www.facebook.com/photo.php?fbid=558061291250919&set=gm.1636519189694275&type=3	facebook.com	2017-07-22T14:02:03+0000	1500732123	2017-07-22 16:02:03	36	12	58	27	97	12	6	6	3	0	36	0	2	2	6	11	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1635508193128708	https://www.facebook.com/1008279892518211/posts/1635508193128708	نحن سكان تونس نشكر الدولة على تصميم الدودانات الي كي تطلع فوقها تشوف الجزائر و المغرب و مرسيليا  والصحراء الكبرى و شوي من روسيا  😂😂					2017-07-21T16:19:40+0000	1500653980	2017-07-21 18:19:40	49	13	75	3	91	13	7	6	5	0	49	0	0	24	1	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1634726253206902	https://www.facebook.com/1008279892518211/posts/1634726253206902	Ariana  l ancienne Ave  habib bourguiba tout est  catastrophique . il y a 8/7ans avant le 14 janv  Cette rue était belle. Les arbres sauvagement élaguées  par des sous-traitants voyous et une municipalité complice ou ignorante... Ces arbres sont devenues presque naines alors qu avant  la taille donnait un paysage symétrique.le feuillage taillé sous forme de carré. laisser l ombre et donner un charme a cette ex ave.H.B. Et puis regardez bien ce restaurant  non seulement il occupe TOUT le trottoir et a changé le  carrelage du trottoir qui etait uniforme mais en plus à 9h30  un tuyaux à la main avec ses ouvriers  font le grand ménage et sans aucune gêne déverse l eau a tout va. T9oul ysaye9 fi darou. Bien sûr tout l eau partait dans la rue.  La construction à côté  hadeth wela haraj. Aucune norme de sécurité des plaque de tôle sont installées à tort et à travers et barra hakeka  et tounes mechiya fel hadhidh avec des pers qui n ont rien de citoyens et  des dirigeants qui ont favorisé le non droit durant 6 ans.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20258167_10213335869893383_6016869936962999551_n.jpg?oh=2c9eecb621dbfb46fb51a9925269c09a&oe=5A5C279B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20258167_10213335869893383_6016869936962999551_n.jpg?oh=a39f1db3c7988812c5e85d941d183127&oe=5A1B2796	https://www.facebook.com/photo.php?fbid=10213335869893383&set=gm.1634726253206902&type=3	facebook.com	2017-07-20T23:10:00+0000	1500592200	2017-07-21 01:10:00	9	4	20	6	30	4	4	0	3	0	9	0	0	0	8	3	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1636278853051642	https://www.facebook.com/1008279892518211/posts/1636278853051642	Sofien Ben Salah shared ‎Sahloul Sousse - سهلول سوسة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19260625_1698655767110105_5500961294922233830_n.jpg?oh=8b96c570c6639e8aa94698d21f1c4c38&oe=5A5A0377	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/19260625_1698655767110105_5500961294922233830_n.jpg?oh=6420f569704c65f50f78f6125bdec627&oe=5A5F340B	https://www.facebook.com/SahloulSoussa/photos/a.1692788207696861.1073741828.1692780087697673/1698655767110105/?type=3	facebook.com	2017-07-22T09:22:40+0000	1500715360	2017-07-22 11:22:40	2	0	5	2	7	0	0	0	0	0	2	0	0	0	2	1	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1633388543340673	https://www.facebook.com/1008279892518211/posts/1633388543340673	David Pawlo shared ‎تونسي مطبوع‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20228256_1933730343508856_7216312701495996071_n.jpg?oh=2aa27060ffec743cbbaa7bce3481998b&oe=5A1C9135	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20228256_1933730343508856_7216312701495996071_n.jpg?oh=5c1a21d48ffc9eff4aea5f919b5d2ba2&oe=5A16B420	https://www.facebook.com/1420201754861720/photos/a.1700302663518293.1073745195.1420201754861720/1933730343508856/?type=3	facebook.com	2017-07-19T18:11:45+0000	1500487905	2017-07-19 20:11:45	13	1	14	1	16	1	1	0	0	0	13	1	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1635049673174560	https://www.facebook.com/1008279892518211/posts/1635049673174560	صباح الموجات الايجابية من ساحة فرحات حشاد بسوسة :)	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20228273_10207540806038509_1528728783805166889_n.jpg?oh=b0e75af396224d443aae9b3453bbc1f2&oe=5A555B21	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20228273_10207540806038509_1528728783805166889_n.jpg?oh=1470354b5ee591287fb23bfaba428d9f&oe=5A1E1E2C	https://www.facebook.com/photo.php?fbid=10207540806038509&set=gm.1635049673174560&type=3	facebook.com	2017-07-21T06:24:23+0000	1500618263	2017-07-21 08:24:23	15	0	20	0	20	0	0	0	0	0	14	5	0	0	0	0	0	sousse	1
status	post_user_1008279892518211	1008279892518211_1634723416540519	https://www.facebook.com/1008279892518211/posts/1634723416540519	ثمة مدينة في الساحل اسمها قصور الساف اللي يلقى فيها 10 ميترو تروتوار فارغ في وسط المدينة ينجم يمشي فوقو المترجل نعطيه الف دينار ..و انا جدي في ما اقول و راني نتكلم قدام 12 مليون تونسي post publié en mode public					2017-07-20T23:04:50+0000	1500591890	2017-07-21 01:04:50	7	5	7	0	12	5	2	3	3	0	6	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1634941723185355	https://www.facebook.com/1008279892518211/posts/1634941723185355	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20246429_1647038845347540_2022328206119624007_n.jpg?oh=5de646cdd04d13c3473ab421246e73f2&oe=5A16641D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20246429_1647038845347540_2022328206119624007_n.jpg?oh=aebfa9f960c4711227fb4df6eb726a4e&oe=5A4D5008	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1647038845347540/?type=3	facebook.com	2017-07-21T04:02:26+0000	1500609746	2017-07-21 06:02:26	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1634190876593773	https://www.facebook.com/1008279892518211/posts/1634190876593773	نورمالمون بعد كل دودان في تونس يحطو بلاكة مكتوب فيها  Oppa					2017-07-20T12:16:08+0000	1500552968	2017-07-20 14:16:08	47	10	109	15	134	10	10	0	7	0	47	0	0	60	0	1	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1630060857006775	https://www.facebook.com/1008279892518211/posts/1630060857006775	Fait divers qui ne concerne pas nos trottoirs mais l image de notre pays. Lieu : bureau tunisair express depart djerba aeroport Tunis carthage Date : dimanche 16 juillet  Heure : 06h30 – 07h30 Vu que j’etais arrivé apres la fermeture de l’enregistrement pour le vol de djerba  j’ai essayé de trouver une place sur la liste d’attente sur les vols de 15h ou 18h mais on m’a expliqué que ça ne valait pas la peine et qu’il fallait reserver sur le vol de 19h ou il y’a encore des places. Chose faite.  Lors de l’enregistrement sur le vol de 19h  on m’a expliqué que les agents de tunisair express du matin n’ont pas revalidé mon billet et que je devrais attendre une eventuelle place sur la liste d’attente. Bref  apres des discussions  explications … on m’a édité ma carte d’embarquement. Je m’excuse poyrla personne qui n’aura pas sa place ce soir malgré qu’il a le billet dans la main. Bref  l’objet de mon intervention est plutôt autre. En effet  le matin il y’avait un turc qui partait vers djerba sur le meme vol et qui ma expliqué qu’il était en fin de file et a qui on a signifié qu’il n’avait plus de places. Le probleme n’est pas encore là. Le turc s’est présenté au guichet pour demander s’il pzut partir sur le vol suivant. L1 reponse était expeditive et on n’a pas pris le temps pour lui expliquer vu qu’il ne parlait pas bien l’anglais. Vu que ce Mr avait de la peine pour expliquer la situation a la personne censée la recevoir a djerba  j’ai pris le temps de discuter par tel  avec son vis-à-vis et lui ai expliqué qu’il pourrait prendre lz vol de 19h comme moi et qu’il y’avait des dispo. On est partis au guichet tunisair express et avons changé le billet. J’ai expliqué gentiement a la dame et au Mr au guichet qu’ils auraient dû aider le Mr turc qui était completement perdu. A 2 reprises ils me repondent que c’est lui qui ne veut pas comprendre. J’ai repondu que vu qu’il ne p1rlait pas bien l’anglais il n’a pas pu bien comprendre et non pas qu’il ne voulait pas comprendre. Et là la dame me sort une phrase hallucinante mais vraiemet hallucinante : « nous lorsqu’on part en turquie est ce que tu penses que les turcs nous aident » !!!!! J’ai préferé ne plus discuter avec la dame et me suis adressé au M. Au guichet pour expliquer que chacun de nous doit faire de son mieux pour donner une belle image sur notre pays et que ça m’a pris que 20-25 minutes pour que le gars soit hyper content et n’a pas arrété de me remercier. Et la le M. De Tunisair me reponds mot par mot : « tu as passé 20 minutes avec lui ???  il fera comme tous les turques il ne va plus te lacher » !!!! Bref  J’ai pu contacter un responsable de tunisair vers 18h30 et lui ai expliqué que je pourrais passer temoigner a partir de demain.  Franchement le pays ne peut plus supporter des comportement pareils. A bon entendeur					2017-07-16T18:44:15+0000	1500230655	2017-07-16 20:44:15	12	5	18	2	25	5	5	0	0	0	12	1	0	0	1	4	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1629810117031849	https://www.facebook.com/1008279892518211/posts/1629810117031849	Le type embarque par le gouverneur de nabeul sur les plages de kelibia  est de retour sur la plage pres 24h avec ses parasols  terrifiants encore plus les gens .. car même le gouverneur ne peut rien contre lui !! Il sont une bande arrivés de kairouan et imposent leurs diktats à tous..					2017-07-16T14:15:00+0000	1500214500	2017-07-16 16:15:00	18	18	32	22	72	18	17	1	12	0	18	0	3	0	2	9	0	kairouan	1
photo	post_user_1008279892518211	1008279892518211_1630839123595615	https://www.facebook.com/1008279892518211/posts/1630839123595615	Sofien Ben Salah shared ‎Sahloul Sousse - سهلول سوسة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20046326_1696844003957948_5073958370350570720_n.jpg?oh=92a373d63526b171a012818ea9782c83&oe=5A483374	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/20046326_1696844003957948_5073958370350570720_n.jpg?oh=a6a6bf4e3358539038aeb6770b50f57f&oe=5A494908	https://www.facebook.com/SahloulSoussa/photos/a.1692788207696861.1073741828.1692780087697673/1696844003957948/?type=3	facebook.com	2017-07-17T12:28:30+0000	1500294510	2017-07-17 14:28:30	1	0	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0	sousse	1
video	post_user_1008279892518211	1008279892518211_1630813196931541	https://www.facebook.com/1008279892518211/posts/1630813196931541	Issam Bob shared ‎خطر يهدد الامن الوطني الغذائي التونسي‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20066348_1477886818938322_2215690730842619904_n.jpg?oh=d82eec3268530fae20036abdc8f16fed&oe=5A4F8379	https://scontent.xx.fbcdn.net/v/t15.0-10/20066348_1477886818938322_2215690730842619904_n.jpg?oh=0c2978262afe2cc92ad68f9719515a59&oe=5A145E02	https://www.facebook.com/issammejri13091979/videos/1477883492271988/	facebook.com	2017-07-17T11:52:29+0000	1500292349	2017-07-17 13:52:29	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1630812970264897	https://www.facebook.com/1008279892518211/posts/1630812970264897	Issam Bob shared ‎خطر يهدد الامن الوطني الغذائي التونسي‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20107407_1477882122272125_3220763118770585600_n.jpg?oh=925ac085a73aeebba96427e6f42eaa25&oe=5A4D3360	https://scontent.xx.fbcdn.net/v/t15.0-10/20107407_1477882122272125_3220763118770585600_n.jpg?oh=52ef0b1a4f749725965451c360a44003&oe=5A1E1C1B	https://www.facebook.com/issammejri13091979/videos/1477879718939032/	facebook.com	2017-07-17T11:52:06+0000	1500292326	2017-07-17 13:52:06	3	0	3	9	12	0	0	0	0	0	3	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1630599413619586	https://www.facebook.com/1008279892518211/posts/1630599413619586	Svp Weli ben arouss chouf hall  Batha cité Bali sur Av l environnement urgent svp plein d ordures et poubelle et surtout ls camions de ciments et briques qui sont vidés 4h du matin et la soirée des étrangers la nuit					2017-07-17T06:13:19+0000	1500271999	2017-07-17 08:13:19	5	1	6	1	8	1	1	0	0	0	4	0	0	0	0	1	0	benArous	1
photo	post_user_1008279892518211	1008279892518211_1630716093607918	https://www.facebook.com/1008279892518211/posts/1630716093607918	Moussa Moncef shared ‎Sahloul Sousse - سهلول سوسة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20108229_1696786147297067_2615580420160148973_n.jpg?oh=2298eef580958ed6cc1b1d1834005a33&oe=5A1C81B1	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/20108229_1696786147297067_2615580420160148973_n.jpg?oh=1053a392d22ca7a793698af31718b646&oe=5A168ECD	https://www.facebook.com/SahloulSoussa/photos/a.1692788207696861.1073741828.1692780087697673/1696786147297067/?type=3	facebook.com	2017-07-17T09:34:44+0000	1500284084	2017-07-17 11:34:44	1	1	5	2	8	1	1	0	0	0	1	0	2	1	1	0	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1630716433607884	https://www.facebook.com/1008279892518211/posts/1630716433607884	سكان نهج 8418 حي الخضراء تونس بستغيثون تقدموا بشكوى بخصوص اصلاح قناة تصريف مياه مكسوره بالطريق حفره كبيرة سقط فيها طفل صغير وهو بالجبس الان وسيارات ولا من مجيب من ديوان التطهير والبلدية	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20155617_1702164230085948_1814930515093563089_n.jpg?oh=b6689360b1b5b12485908d9d4b31ae84&oe=5A6080D8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20155617_1702164230085948_1814930515093563089_n.jpg?oh=55d8b53b665a13294cfbac2a0f250ee1&oe=5A15EDCD	https://www.facebook.com/photo.php?fbid=1702164230085948&set=gm.1630716433607884&type=3	facebook.com	2017-07-17T09:35:21+0000	1500284121	2017-07-17 11:35:21	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1630679353611592	https://www.facebook.com/1008279892518211/posts/1630679353611592	كان مشاو لمو الزبلة خير و هو النموس كلاهم في هاك البلاد ياحسرة على المنستير كيفاش كانت ؤ كفاش ولات					2017-07-17T08:28:30+0000	1500280110	2017-07-17 10:28:30	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	monastir	1
photo	post_user_1008279892518211	1008279892518211_1630671773612350	https://www.facebook.com/1008279892518211/posts/1630671773612350	Sofien Ben Salah shared ‎Sahloul Sousse - سهلول سوسة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20108229_1696786147297067_2615580420160148973_n.jpg?oh=2298eef580958ed6cc1b1d1834005a33&oe=5A1C81B1	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/20108229_1696786147297067_2615580420160148973_n.jpg?oh=1053a392d22ca7a793698af31718b646&oe=5A168ECD	https://www.facebook.com/SahloulSoussa/photos/a.1692788207696861.1073741828.1692780087697673/1696786147297067/?type=3	facebook.com	2017-07-17T08:15:40+0000	1500279340	2017-07-17 10:15:40	1	0	6	4	10	0	0	0	0	0	1	0	2	1	0	2	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1630328603646667	https://www.facebook.com/1008279892518211/posts/1630328603646667	Rad Nannou shared ‎رصد التونسية 2‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20046846_1457677077649772_2316673375477171633_n.jpg?oh=596350a87930843ff95ef6873bf0ad76&oe=5A47738A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20046846_1457677077649772_2316673375477171633_n.jpg?oh=bbd9617f75bf0ff633aa277ca70b0cc3&oe=5A4BE29F	https://www.facebook.com/RassdTunisia2/photos/a.1135193403231476.1073741827.1135187166565433/1457677077649772/?type=3	facebook.com	2017-07-17T00:05:47+0000	1500249947	2017-07-17 02:05:47	6	9	22	5	36	9	4	5	5	0	6	2	0	0	13	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1630497030296491	https://www.facebook.com/1008279892518211/posts/1630497030296491	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20139872_1642173435834081_8075940423158978102_n.jpg?oh=f434214ebfabe129d1e2c8704c7c81da&oe=5A1E22DF	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20139872_1642173435834081_8075940423158978102_n.jpg?oh=94261fedd73b18b1d368bf9f9c7c7edd&oe=5A1BB2CA	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1642173435834081/?type=3	facebook.com	2017-07-17T03:38:26+0000	1500262706	2017-07-17 05:38:26	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1627526877260173	https://www.facebook.com/1008279892518211/posts/1627526877260173	Sami Jaouadi shared ‎بلدية بن عروس  الصفحة الرسمية‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20046506_2024038687824329_8749033182784862225_n.jpg?oh=61d2122fe0b5aa4309d6decbe8865bda&oe=5A18ECF2	https://scontent.xx.fbcdn.net/v/t1.0-9/q83/s720x720/20046506_2024038687824329_8749033182784862225_n.jpg?oh=41d057c4c6b5b8e2a71e8e509ce6a365&oe=5A1911DD	https://www.facebook.com/communedebenarouspageofficielle/photos/a.2003889116505953.1073741828.1997326583828873/2024038687824329/?type=3	facebook.com	2017-07-14T18:08:03+0000	1500055683	2017-07-14 20:08:03	11	0	11	3	14	0	0	0	0	0	11	0	0	0	0	0	0	benArous	1
photo	post_user_1008279892518211	1008279892518211_1627499860596208	https://www.facebook.com/1008279892518211/posts/1627499860596208	قلب مدينة أريانة. تعدي على مواقف الحافلات.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19961524_1583492291725331_1568896486641280138_n.jpg?oh=adda184dc7947eba41e291c25c7043bf&oe=5A49C524	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19961524_1583492291725331_1568896486641280138_n.jpg?oh=78ac5ea155cab996f0dd6b6786baad08&oe=5A546131	https://www.facebook.com/photo.php?fbid=1583492291725331&set=gm.1627499860596208&type=3	facebook.com	2017-07-14T17:42:10+0000	1500054130	2017-07-14 19:42:10	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	ariana	1
status	post_user_1008279892518211	1008279892518211_1627465767266284	https://www.facebook.com/1008279892518211/posts/1627465767266284	إنشاء الله في تونس العاصمة حملة مشابهة و خاصة في البحيرة. أما موش مسرحية كيما الأعوام الفارطة. Tous contre les racailles pseudo gardiens des parkings parkings gratuits...					2017-07-14T17:10:15+0000	1500052215	2017-07-14 19:10:15	12	0	12	3	15	0	0	0	0	0	12	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1626329704046557	https://www.facebook.com/1008279892518211/posts/1626329704046557	Hors sujet mais praceque c est le plus grand groupe en tunisie شكون ضاعلوا كلب في الغزالة ؟؟؟					2017-07-13T19:38:23+0000	1499974703	2017-07-13 21:38:23	2	15	2	0	17	13	8	5	8	0	1	0	0	0	0	0	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1627403413939186	https://www.facebook.com/1008279892518211/posts/1627403413939186	يحدث في معتمديّة جرزونة من ولاية بنزرت مجدّدا و لليوم الثّاني على التوالي...  عمليّة حرق متعمّدة لنفايات حدائق ملقات بصفة عشوائيّة كادت تحدث ما لم يكن لا في البال و لا في الحسبان و تتسبّب بحرق منزل بأكمله، لولا إعلام و تدخّل المصالح المختصّة في الإبّان!!! على أرجح الجناة هم أطفال لا يدركون ما يفعلون و لكن يبقى السؤال، أين الشرطة البيئية في بلدية بنزرت على غرار زملائهم بالبلديات المجاورة و متى سيدخل هذا السلك على الخط من أجل رصد مثل هذه التجاوزات الّتي نددنا بها مرارا و تكرارا و أكدنا أنها ستتسبب في كوارث. على الشرطة البيئية ردع عمليات إلقاء نفايات الحدائق بأسلوب عشوائي و غير حضاري.  #normalhakka #إردع	https://external.xx.fbcdn.net/safe_image.php?d=AQA2j2g2P9qLeqKH&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fxgv1Djt7kx4%2Fhqdefault.jpg&cfs=1&_nc_hash=AQBbKo2DjMeZk2no	https://external.xx.fbcdn.net/safe_image.php?d=AQCCuc5pZgRw_Nm1&w=480&h=360&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fxgv1Djt7kx4%2Fhqdefault.jpg&crop&_nc_hash=AQCfoNQ2FRn1jq-c	https://www.youtube.com/attribution_link?a=6TxQfv7WqIA&u=%2Fwatch%3Fv%3Dxgv1Djt7kx4%26feature%3Dshare	youtube.com	2017-07-14T16:01:14+0000	1500048074	2017-07-14 18:01:14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bizert	1
video	post_user_1008279892518211	1008279892518211_1623660357646825	https://www.facebook.com/1008279892518211/posts/1623660357646825	c une discussion avec un taxi  qui a demande  20 dnt pr un trajet de 4 dnt max   w hedha ala khater ena wa9aftou mil matar  ki 9otlou la   9alli ahbat fil autouroute  avec mon bagage ma habbitech nahbat w amalt apres ce video  w howa yed3i aliya w ysi7 w ysou9 bil 9wi Priere partager ce video w esm3ouh lille5er w attentivement kifech yed3i   comme si ena jeya mil barra w labes aliya w nekellou fi 3ar9ou  sachant ke j ai pas enregistre  des le debut 😔 Hedhom houma les taxist wejh el bled   w awwel ness el wehid ychoufhom awwel ma y7ot se9ou f tunis . Ya yfokkoulik floussik ya ytaychik f l autouroute fil 9ayla ... Souad Bhs	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19982769_734975926687742_1204275960413683712_n.jpg?oh=f25336834071710ffde06a2c33efebdc&oe=5A4DF649	https://scontent.xx.fbcdn.net/v/t15.0-10/19982769_734975926687742_1204275960413683712_n.jpg?oh=588a2ad99d61a7021ffab8062ede611c&oe=5A4B68A4	https://www.facebook.com/503001349885202/videos/734975336687801	facebook.com	2017-07-11T14:38:56+0000	1499783936	2017-07-11 16:38:56	312	448	544	0	992	421	224	197	580	0	310	7	46	4	10	161	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1627385187274342	https://www.facebook.com/1008279892518211/posts/1627385187274342	احنا في تونس واحلين في طريق محفر كار ما تجيش 😌😌فالوقت و لا مكسرة هاذم حاجات بسيطة علخر	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/20066415_1935378723418471_3033995911853244416_n.jpg?oh=b9fb1575a9a304ddda5df152388603f8&oe=5A5A1045	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20066415_1935378723418471_3033995911853244416_n.jpg?oh=24f7b14e70003092b13bcb1cf15df193&oe=5A4A0167	https://www.facebook.com/RTPlayArabic/videos/1935377713418572/	facebook.com	2017-07-14T15:39:26+0000	1500046766	2017-07-14 17:39:26	1	0	2	1	3	0	0	0	0	0	1	0	1	0	0	0	0	tunis	1
